word,__sum_candidate
faz,13
fazem,8
fazemos,3
fazendo,10
fazer,26
fazê-las,1
feb,2
fecha,1
fechamento,1
fechou,1
federais,6
federal,22
federativa,1
federativo,1
feeling,1
feira,2
feita,4
feito,10
feitos,3
felicidade,1
felicidades,1
felicitações,1
feliz,6
fenômeno,1
feridas,1
ferido,1
feridos,1
feriu,1
ferramenta,4
ferrovia,6
ferrovias,7
ferroviária,2
ferroviário,3
fertilizantes,1
festa,1
festejado,1
fev,3
fevereiro,9
fez,2
ffaa,1
fgv,3
fgv/brasil,1
fiat-chrysler,1
fica,3
ficar,2
ficariam,1
ficará,1
ficarão,1
ficasse,1
ficha,1
fico,1
ficou,2
fidel,1
figueiredo,1
filas,1
filha,1
filho,3
filhos,6
filiais,1
filipe,1
filme,1
filosofia,1
filtrar,1
filósofo,1
fim,16
final,7
finalidade,1
finalizados,1
finalmente,4
financeiro,1
financeiros,2
financiada,1
financiamento,1
financiar,1
finanças,1
finge,1
fiquemos,1
firmada,1
firmado,1
firmados,2
firmam,1
firmar,1
firmas,1
firme,1
firmei,2
firmes,2
fiscais,1
fiscal,4
fiscalizadora,1
fiscalizando,1
fiscalizar,2
fiscalizará,1
fiscalização,3
fisicamente,1
fisiológicas,1
fisioterapeutas,1
fisioterapia,2
fixa,1
fiz,1
fizemos,1
fizeram,3
fizessem,1
flamenguista,1
flexibiliza,1
flexibilização,1
florescer,1
floresta,4
fluminense,1
flávio,1
foca,1
focadas,1
focar,1
foco,6
focos,1
fogo,4
foguete,1
foguetes,3
folha,5
fomentar,2
fomento,2
fonte,6
fontes,1
forma,12
formada,1
formados,1
formais,1
formal,1
formalizou,1
formar,1
formarem,1
formarmos,1
formas,1
formação,4
forming,1
fornecer,2
fornecimento,1
foro,4
fortalece,1
fortalecendo,1
fortalecer,1
fortaleza,1
forte,42
fortemente,1
fortes,4
fortíssima,2
força,5
força-tarefa,2
forças,3
foto,4
fraco,1
francisco,3
francês,1
frango,2
fraternidade,1
fraterno,1
fraudes,7
freeland,1
frente,11
frentes,1
frequentadores,1
friendship,1
frisarmos,1
from,2
fronteira,1
frota,2
frustra,1
frustrar,1
fruto,1
fuerte,1
fuerza,1
fugiram,1
funai,2
funciona,1
funcionam,1
funcionamento,3
funcionário,2
funcionários,1
functions,1
fundamentais,3
fundamental,7
fundo,2
função,2
funções,4
fuso,1
futebol,1
futuras,2
futuro,18
fábrica,1
fé,3
férias,2
física,2
fórmula,1
fórum,5
gabinete,5
gabriel,1
gain,1
gangues,1
ganha,7
ganham,4
ganhando,1
ganharão,1
ganhe,1
ganhos,1
garante,1
garantia,3
garantias,4
garantidos,1
garantir,4
garantiremos,1
garbage,1
garcia,1
gargalo,1
gasta,1
gastando,1
gastava,1
gasto,1
gastos,6
gastou,1
gato,1
gaza,1
geisel,2
gelatina,1
general,12
generalizada,2
generalizado,1
gente,1
gentileza,1
genéticos,2
george,1
gera,4
geradas,1
gerado,1
gerais,6
geral,3
gerando,10
gerar,5
gerará,1
geração,6
gerações,4
gere,2
gerem,2
gerente,1
gerou,2
gerência,2
gestor,1
gestão,7
gestões,2
get,1
gideões,1
gigantes,1
gigantesca,1
gigantesco,4
gigantescos,1
gil,1
gilson,1
ginástica,1
gira,1
girar,1
giuliani,1
global,1
globalista,1
globo,8
globonews,2
go,1
gobiernos,1
god,2
goiás,1
golpe,1
gomes,1
google,1
gordura,1
gostaria,1
gostaríamos,1
gostem,1
governador,2
governadores,2
governar,1
governo,111
governos,18
gracias,2
gradativamente,1
graduações.vamos,1
grafeno,4
gran,1
grande,51
grande-pb,1
grande/pb,1
grandes,5
gratificações,2
grato,2
grau,1
gravando,2
gravação,2
grave,2
graças,4
great,2
greves,2
gripe,1
grupo,4
grupos,5
grãos,1
gsi,2
gte,1
guaidó,3
guararema,1
guardiões,1
guarujá,1
guarulhos,1
guedes,13
guerra,4
guerreiras,1
guerreiros,2
guiana,2
guimarães,2
h45min,1
habilidade,1
habitantes,1
habitação,1
habite,1
habituais,1
haddad,1
haiti,1
hannah,1
hannan,1
harmonia,2
hashtag,2
hasteamento,1
have,1
havendo,1
haver,1
haveria,1
haverá,2
havia,1
hd,1
head,1
heiko,1
heleno,2
helicóptero,1
hemisfério,1
heraldo,1
herança,1
hermanos,1
herói,2
heróis,2
hipnotizada,1
hipocrisia,1
hipótese,1
história,5
histórica,2
histórico,3
históricos,1
hj,1
hoje,71
holanda,1
holocausto,1
homenagem,8
homenagens,1
homens,1
homicídios,1
homofobia,2
honestos,1
honraria,1
honrosa,1
hora,1
horas,4
horizonte-mg,1
horário,5
hospedaremos,1
hospitais,2
hospital,6
hospitalar,1
hospitalares,1
hotelaria,1
house,1
hs,3
https,2
hugo,2
humana,1
humanas,1
humanidade,1
humanitária,2
humanitário,1
humanitários,1
humanos,6
humildes,1
hungria,1
hábitos,1
hélio,1
húngaro,1
ibama,1
ibge,1
iconha,2
ida,1
idade,1
idai,1
ideais,1
ideal,2
ideia,5
ideias,2
identidade,3
identificados,1
identificando,1
identificar,2
identificou,2
ideologia,1
ideologias,1
ideologicamente,2
ideológica,3
ideológicas,1
ideológico,2
ideológicos,2
idosa,1
igarapé,1
igarassu,1
ignorada,1
ignorando,3
ignorar,2
ignore,1
igrejas,1
iguais,1
igual,4
igualitária,1
ii,1
ii-gm,1
ilegal,2
ilegalmente,1
ilegítimo,1
ilhabela,1
iluminação,1
imagem,2
imagens,1
imagina,1
imaginaríamos,1
imagine,1
ime,1
imediato,3
imensamente,1
imigrantes,1
imigração,1
iminente,2
impactado,1
impacto,3
imparcialidade,2
impeachment,1
impecável,1
impedidas,1
impedimento,1
impedir,2
imperador,1
imperou,1
impeçamos,1
implantação,1
implementadas,1
implementar,1
implementação,1
implementações,1
impopulares,1
impor,1
importa,1
importando,1
importante,12
importantes,10
importantíssimo,1
importar,1
importação,1
importações,3
importância,3
impositivo,1
impossibilitada,1
impossível,1
impostas,1
imposto,5
impostos,4
imprensa,15
impressora,1
impressões,1
imprime,1
impulsionado,1
impulsionamento,1
impunidade,3
imóveis,1
in,6
inacabadas,1
inacreditável,2
inaugura,1
inauguramos,1
inauguração,4
inaugurou,1
incansavelmente,1
incapacidade,1
incd,1
incendiar,1
incentivo,1
incentivos,1
incentivá-la,1
incessante,1
inchado,1
incineração,1
inclui,1
incluindo,6
incluirá,1
inclusive,4
inclusão,2
incluída,1
incluídos,1
incra,2
incremento,1
incriminar,1
incuindo,1
incêndio,2
indeferidos,1
indentificadas,1
independente,1
independência,2
indevidamente,1
indevidos,2
indiano,1
indicado,2
indicando,1
indicação,2
indiretos,1
indiscriminada,1
indispensáveis,1
indispensável,1
indisponibilidade,1
individuais,2
individual,3
individualidade,1
indivíduo,1
industrial,1
induzidos,1
induzindo,1
indícios,4
indígena,3
indígenas,1
indústria,2
indústrias,1
inelutável,1
infantil,2
infelicidade,1
infelizmente,9
inflação,3
influenciou,1
influência,1
informa,1
informado,4
informamos,1
informar,4
informatização,1
informação,6
informações,13
informe-se,1
informo,2
informou,1
infraestrutura,12
ingenuidade,1
inglês,1
ingresso,2
inicia,2
iniciada,1
iniciais,4
inicial,3
iniciar,1
iniciaram,1
iniciativa,7
iniciativas,4
inicio,1
inimigos,1
injetados,1
injetou,1
injustificável,1
inocente,1
inova,1
inovação,2
inovações,1
inscreva-se,1
insegurança,1
inserção,2
insista,1
insistentemente,1
inspeção,1
inspirando-se,1
inspiração,1
inss,2
instagram,2
instalados,1
instalações,2
instantes,1
institucional,4
institui,1
instituição,1
instituições,5
instituto,1
instância,1
integrada,2
integrado,4
integral,1
integralidade,1
integrando,2
integrantes,3
integrar,1
integração,9
integridade,2
integrou,1
inteira,1
inteiro,1
intelectual,1
inteligentes,1
inteligência,8
intencional,1
intensa,1
intensas,1
intenção,5
intercâmbio,2
interessa,2
interessados,1
interessam,1
interessante,2
interessantes,2
interesse,4
interesses,4
interferência,2
interligando,1
interligação,1
intermediação,1
intermédio,1
interna,1
internacionais,2
internacional,9
internas,1
internet,12
interno,1
internos,1
interseção,1
intervenção,2
intuito,3
invadidos,1
invadir,1
invasões,1
inventa,1
inventando,1
inventarem,1
invenções,1
inversão,1
investiam,1
investidor,3
investidores,4
investigar,1
investigação,1
investimento,8
investimentos,24
investir,3
inviolável,2
invés,1
inédita,2
inês,1
início,15
inúmeras,2
inúmeros,1
ir,3
iria,1
irmã,2
irmão,1
irmãos,5
irpj,1
irregular,1
irresponsabilidade,3
irresponsável,1
irrigada,1
irrigação,1
irá,5
irão,1
is,1
isenta,1
isenção,1
islâmicos,1
isoladas,1
isolados,2
israel,25
israelense,2
israelenses,2
it,1
itaguaí,1
itajaí/sc,1
italiana,1
italiano,1
itapissuma,1
itália,4
ivan,2
jair,25
jamais,9
jan,1
janeiro,14
jantar,5
japonês,1
japão,4
jato,2
jeito,1
jerusalém,1
jesus,1
jogados,1
jogar,1
jogaram,1
jogo,5
joinville,1
jorge,1
jornada,1
jornais,1
jornal,3
jornalismo,3
jornalista,6
jornalistas,2
jornalistica,1
josé,1
jovem,5
jovens,7
joão,4
jr,1
juan,2
juazeiro,2
judaica,1
judeus,1
judicial,1
judiciário,4
juiz,3
julho,2
junho,4
juntamente,2
juntas,2
junto,11
juntos,24
jurisdição,1
jurídica,2
jurídicos,1
justa,3
justice,1
justiça,7
justo,2
juventude,1
juízes,1
jóias,1
kingdom,1
kirchners,1
kits,1
kkkk,1
kkkkk,5
kkkkkk,1
kkkkkkk,2
kkkkkkkk,2
kkkkkkkkk,1
kkkkkkkkkk,1
kkkkkkkkkkkk,1
km,5
la,1
lacração,1
lacuna,1
lado,10
lama,1
lamentando,1
lamentavelmente,1
lamento,3
lamentável,3
lance,1
lanchonete,1
lanka,1
lança,2
lançada,2
lançadas,1
lançado,1
lançados,1
lançamento,1
lançamos,1
lançar,2
lançaram,1
lançaremos,1
lançará,1
lançou,1
larga,1
largos,1
las,1
lasier,1
latam,1
latina,2
lava,2
lava-jato,2
lazer,1
laços,8
legado,2
legal,1
legalidade,1
legislativo,7
legislação,1
legítima,2
legítimas,1
legítimo,1
lei,16
leia,1
leiloadas,1
leiloado,1
leilão,7
leilões,6
leis,4
leite,1
leitor,2
leitura,1
lembranças,1
lembrar,1
lembro,1
ler,2
leste,1
lesões,1
letalidade,1
levadas,1
levando,4
levantados,1
levantamento,4
levantar,1
levar,1
levaremos,1
levaria,1
levará,3
levarão,1
levem,1
levou,4
libera,1
liberadas,1
liberado,1
liberal,1
liberação,5
liberdade,27
liberdades,2
liberta,1
libertará,1
libertá-los,1
libras,1
licenças,1
licitação,1
liderança,1
ligada,1
ligado,1
ligados,2
ligamos,1
ligação,3
liguei,2
limite,1
limpa,1
limpas,1
limpeza,1
linha,3
linhas,5
link,12
live,19
lives,2
livre,11
livres,1
lixo,3
locais,3
local,4
localizadas,1
localizado,1
locupletará,1
loen,1
logo,6
logística,4
logístico,2
logísticos,1
longas,1
longe,3
longo,5
lopez,1
los,1
lot,1
louvável,1
lowest,1
lucas,1
lucram,1
lucro,2
ludibriar,1
lugar,1
lugares,2
luiz,2
lula,5
luta,4
lutamos,1
lutar,1
luz,1
luís,1
lá,10
líder,2
líderes,6
líquido,1
lógica,1
ma,1
maas,2
macapá,1
macaé,1
macaé-rj,1
maceió,1
maceió-al,1
machado,1
mackenzie,2
maconha,1
madeira,1
madeiro,1
maduro,3
maia,1
maio,7
maio.muita,1
maior,23
maiores,9
maioria,7
major,1
mal,8
malawi,1
maldade,1
maldosa,1
maldosos,1
males,1
malfeitos,1
malha,2
malte,1
malária,1
malásia,1
manchetes,1
manda,1
mandato,5
mando,1
mandá-lo,1
maneira,5
manhã,6
manifestada,2
manifestantes,1
manifestação,4
manifestações,3
manifesto,1
manifestou-se,1
manipuladas,2
manipuladora,1
manipular,2
manobra,5
mansoori,1
manter,2
manterem,1
mantida,1
mantido,1
manutenção,7
mapa,1
mapear,1
maquinários,1
mar,3
maranhense,1
maranhão,5
marca,5
marcante,1
marcar,1
marcelo,1
marcia,1
marco,1
marechal,1
marginais,1
marginal,1
maria,1
mariana,1
mariangela,1
marinha,2
marinhas,1
marinho,2
mariotti,1
marito,1
mark,1
marmita,1
martins,1
marxist,1
março,8
marítimos,1
massa,5
massacrado,1
massacre,2
mata,1
matar,1
material,2
matou,1
matriculados,1
matricularam,1
matrizes,1
matéria,5
matérias,2
matérias-primas,1
maurer,1
maurício,1
mba,1
mclaren,1
mec,2
mecanismos,2
mediante,3
medicamentos,4
medicina,3
medida,13
medidas,9
medina,1
medição,1
medo,2
meio,18
meios,3
melhor,17
melhora,2
melhoram,1
melhorando,3
melhorar,2
melhore,1
melhores,8
meliantes,1
membro,1
membros,4
memória,1
mendonça,2
menina,1
menor,4
menores,3
menos,25
mensagem,4
mensagens,2
mensalão,1
mente,1
mentes,3
mentir,1
mentira,5
mentiras,3
mercado,21
mercedes,1
merece,1
mergulho,1
mergulhos,1
meses,12
mesma,1
mesmas,1
mesmos,2
mesquitas,1
mestrado,1
mestre,1
meta,2
metas,3
meteoro,1
metropolitana,1
metros,1
metrô,1
mg,2
mi,4
michelle,2
migalhas,1
migratório,1
miki,2
mil,31
milhares,5
milho,1
milhão,5
milhões,26
milhões/ano,2
militante,1
militantes,3
militants,1
militar,6
militares,6
militância,1
milliany,1
miltar,1
mim,4
min,2
minas,8
minimizar,2
minimizá-lo,1
ministeriais,1
ministerial,3
ministerio,1
ministra,9
ministro,68
ministro-chefe,1
ministros,15
ministério,25
ministérios,10
minoria,1
minutos,2
mira,2
miramar,1
miscigenado,1
missão,14
mista,1
mobilidade,1
mobilizou-se,1
moda,1
modais,2
modelo,1
modernas,1
moderniza,1
modernização,1
modifica-los,1
modificações,2
modo,2
moeda,1
mofado,1
momento,21
monopólio,2
monstruosidade,1
montagem,1
monte,1
moradores,2
moretti,1
moro,6
morrêssemos,1
mortal,1
morte,2
mortos,2
mostra,2
mostrado,1
mostrados,1
mostramos,2
mostrando,2
mostrar,2
mostrarei,1
mostrou,2
mostrou-se,1
motivo,4
motivos,4
moto,1
motorista,1
movimentar,1
movimentaram,1
movimentação,2
movimentações,1
movimento,2
movimentos,1
moçambique,1
mp,7
mpf,2
mr,4
mst,6
mt,3
mtst,1
muchas,1
muda,1
mudando,3
mudança,3
mudanças,5
mudar,12
muita,1
muitas,13
muitos,12
mulher,7
mulheres,3
multa,1
multas,1
multidão,1
mundiais,1
mundial,11
mundo,25
municipais,1
município,5
municípios,10
murilo,1
mutirão,1
má,1
máquina,8
mário,1
máxima,2
máximo,2
mãe,3
mães,2
mão,2
média,4
médico,2
médicos,3
médio,3
mês,9
mídia,12
mínima,1
mínimo,3
móveis,1
música,1
nacionais,2
nacional,42
nada,2
nadam,1
nagem,1
nagen,1
naquelas,1
naquele,2
narrativa,3
narrativas,2
naruhito,1
nasa,1
nasceu,1
nata,1
natação,1
national,1
natura,1
natural,1
naufragadas,1
naufrágios,1
navio,1
navios,1
nazismo,2
nação,14
nações,6
nbr,1
necessidade,8
necessidades,1
necessita,1
necessitados,2
necessária,5
necessárias,4
necessário,4
necessários,2
negar,1
negativo,1
negociadas,1
negou,1
negão,1
negócio,1
negócios,6
nenhum,4
nenhuma,2
neozelandeses,1
nessa,6
nesse,3
nesta,10
neste,25
nestes,4
netanyahu,1
neto,2
netos,1
news,8
neymar,1
nicho,1
ninguém,1
ninho,1
nivaldo,1
nogueira,1
noi,1
noite,21
nome,11
nomeação,1
nomes,2
nordeste,8
normalidade,2
normalizada,1
normas,1
normativo,1
norte,6
norte-mt,1
norte-sul,4
not,1
nota,1
note,1
notificou,1
notre-dame,1
notícia,5
notícias,5
notório,1
nova,38
novamente,2
novas,4
nove,1
novidade,2
novidades,3
novo,27
novos,12
nuestros,1
nunca,7
nyusi,1
nº,1
náutico,1
níveis,1
nível,6
núcleo,1
número,8
números,4
objetiva,1
objetivamos,1
objetivando,2
objetivo,12
objetivos,5
objeto,2
obra,1
obras,3
obrigado,25
obrigatórias,1
obrigatório,2
observado,1
observar,1
obstáculo,1
obtido,1
ocasião,1
ocde,4
ocidental,1
ocidente,1
ocorre,2
ocorrendo,1
ocorrer,1
ocorrerão,1
ocorreu,1
ocorria,1
ocorrida,1
ocorridas,1
ocorrido,8
ocupa,2
ocupados,1
ocupantes,1
ocupará,2
ocupação,2
ocupou,1
oeste/sp,1
of,11
ofensa,1
oferecemos,1
oferecendo,1
oferecer,1
ofereceu,1
oferecido,1
oferta,3
oficiais,2
oficial,5
oficializamos,2
oficinas,1
ofício,1
oi,2
ok,2
olho,4
olhos,3
oliveira,1
omc,1
omite,1
omitem,1
omitido,1
omitir,1
on,1
onde,9
one,1
onemba,1
ongs,3
ontem,13
opa,1
operam,1
operação,5
operações,3
opinem,1
opiniões,3
oportunidade,9
oportunidades,1
oposição,2
oposto,3
opostos,1
opõe,1
orador,1
oral,1
orações,3
orban,1
ordeiro,1
ordeiros,1
ordem,5
order,1
organiza,1
organizada,2
organizado,8
organizados,1
organizando,1
organização,2
organizem,1
orgulharemos,1
orgulho,2
orgânica,2
orgânicos,5
orientados,1
orientou,1
oriundo,2
oriundos,1
orquesta,1
orquestra,1
orçamento,4
otan,1
otavio,1
otimismo,2
otimizar,2
our,4
outorgas,1
outra,3
outras,15
outro,1
outros,35
outubro,1
ouvindo,1
ouvir,2
oxford,1
pa,2
pacientes,2
pacificamente,1
pacote,7
pacto,2
pacífico,1
padre,1
padrões,2
paga,1
pagadores,1
pagam,2
pagamento,5
pagar,2
pagará,2
pagarão,1
pagasse,1
pago,1
pai,4
painel,1
pais,2
paixão,1
palabras,1
palavra,5
palavras,11
palmeiras,1
palmeirense,1
palácio,3
pan,3
papel,7
parabenizo,5
parabéns,18
parada,1
paraenses,2
paraguai,4
param,1
paraná,5
paraopeba,1
parar,4
pararem,1
parasitas,1
paraíba,3
paraíso,1
parceiras,1
parceiros,2
parcela,1
parceria,9
parcerias,3
parecer,1
parem,1
pares,1
paris,2
parlamentar,1
parlamentares,7
parlamento,1
parques,2
parte,31
partes,1
participam,1
participamos,3
participando,3
participantes,1
participar,5
participarei,1
participação,4
participações,1
participou,3
particular,1
partida,1
partido,3
partidos,1
partidário,1
partilhar,1
partindo,2
partir,4
pará,5
pasadas,1
passa,3
passada,3
passadas,1
passado,15
passados,2
passageiros,1
passageiros/ano,1
passagem,1
passagens,3
passando,1
passar,3
passaram,1
passe,1
passo,8
passos,7
pasta,4
pastas,1
patamares,1
patrimônio,1
patriotismo,2
patrocinando,1
patrocínios,2
paulo,21
pauta,1
pautas,3
pavimentado,1
pavimentação,1
paz,7
país,68
países,15
pb,1
pc,1
pcc,1
pcdob,2
pe,1
peace,1
pecados,2
peculiar,1
peculiaridade,1
peculiaridades,1
pede,1
pedem,1
pedido,1
pedidos,2
pedindo,1
pedir,2
pediu,3
pedro,5
peixe,1
pele,3
pena,1
penal,1
penas,1
pensamento,1
pensando,1
pensar,1
pensão,1
people,2
pequena,2
pequeno,3
pequenos,1
perca,1
percam,1
percentual,1
percorrendo,1
percorrer,1
perda,2
perde,1
perder,1
perderam,2
perderemos,1
perdeu,3
perdido,1
pereira,1
perfil,2
perfis,2
pergunta,1
perguntar,1
perguntei,1
periferias,1
periodicamente,1
permanecer,1
permanecermos,1
permissão,2
permitam,2
permite,2
permitido,1
permitindo,1
permitir,3
permitirá,2
pernambucano,2
pernambuco,5
perseguição,1
pertinentes,1
perto,5
peru,2
período,15
pesar,4
pesca,9
pescado,1
pescadores,5
peso,1
pesqueira,1
pesquisa,9
pesquisadores,2
pesquisas,3
pessoa,11
pessoais,1
pessoal,3
pessoas,11
peste,1
petista,2
petro,1
petrobras,5
petrobrás,5
petrolina,1
petrolina-pe,1
petrolífera,2
petróleo,1
peço,5
pf,4
pgmraulgil,1
pgr,1
piada,2
piadas,1
piauí,1
pib,1
pilar,1
pilares,3
pilota,1
piloto,1
pioneiros,1
pior,1
pisa,1
placas,1
planalto,2
planejamento,1
planejamos,1
planeta,1
plano,5
planos,2
plantada,1
plantações,1
plantio,1
plantão,1
plataforma,1
pleasure,1
pleito,1
plena,5
pleno,2
pls,1
pm,2
pm-sp,1
pneus,1
pobre,1
pobres,3
pobreza,1
pode,17
podem,4
podemos,7
podendo,1
poder,13
poderemos,1
poderes,8
poderosos,1
poderá,2
poderão,2
pois,7
policiais,5
policial,1
political,1
politically,1
politicamente,1
politizar,1
polo,1
polos,1
polêmicas,1
polícia,4
polícias,1
política,11
políticas,2
político,6
políticos,9
polônia,1
ponte,2
pontes,1
ponto,3
pontos,5
popular,3
populares,2
população,38
populações,3
populista,1
porco,1
poroshenko,1
porque,6
porquê,1
porta,1
porta-voz,5
portais,2
portaria,2
porte,2
porto,9
portos,11
português,1
portuárias,5
portuários,4
porém,2
posicionamento,1
posicionar,1
positiva,1
positivamente,2
positivas,5
positivo,1
positivos,4
posição,4
posições,2
possa,5
possam,7
possamos,9
posse,13
posses,1
possibilidade,2
possibilidades,1
possibilita,1
possibilitar,3
possibilitou,1
possivelmente,2
possuem,1
possui,5
possíveis,7
possível,10
post,1
postada,1
postagens,1
posteriores,1
posteriormente,1
postos,2
postura,2
potencial,4
potencializando,1
potencializar,3
poucas,1
pouco,21
poucos,3
poupar,1
poupou,1
pouquíssimo,1
pouquíssimos,1
povo,20
povos,4
pr,3
pra,3
pracinhas,1
praias,1
praticado,1
praticados,1
prato,1
prazer,2
prazo,3
prazos,1
precisa,4
precisam,2
precisamos,6
precisar,1
precisem,1
preciso,5
precursor,1
predominam,1
preenchidas,1
preenchido,1
prefeito,2
prefeitos,4
prefeituras,1
prejudicando,1
prejudicar,1
prejuízo,2
premiê,3
prendeu,1
preocupa,1
preocupado,1
preocupação,4
preocupações,1
preparados,2
preparando,1
presa,1
presenciado,1
presente,2
presentes,1
presença,1
preserva,2
preservados,1
preservação,5
presidencial,2
president,5
presidente,56
presidentes,3
presidiário,1
presidência,12
presos,1
pressa,1
pressão,1
prestados,2
prestar,2
prestaram,1
prestará,1
presto,2
preta,1
pretende,2
pretendemos,3
pretensão,1
preto,1
prevaleça,1
prevaleçam,1
preveem,1
prevenir,1
prevenção,1
previdenciária,1
previdência,35
prevista,1
previsto,4
previstos,5
previsão,1
previsões,2
prevê,3
prezando,3
prezar,1
preço,5
preços,8
primeira,10
primeiras,1
primeiro,15
primeiro-ministro,5
primeiros,13
principais,6
principal,4
principalmente,9
princípio,2
princípios,2
print,1
prioridade,4
prioridades,6
prioritário,1
prioriza-se,1
priorização,1
prisão,2
privada,4
privadas,1
privado,2
privados,1
privatizada,1
privatização,1
privatizações,2
privilegiada,1
privilegiar,1
privilégios,2
pro,1
problema,5
problemas,5
process,1
processa,1
processamento,1
processando,1
processo,11
processos,2
procura,2
procuram,2
procuramos,2
procurando,1
procuravam,1
produtiva,2
produtivas,1
produtividade,1
produtivo,1
produtivos,1
produto,2
produtor,1
produtores,2
produtos,7
produz,2
produzido,1
produzidos,1
produziriam,1
produção,14
prodígio,1
prof,1
proferir,2
professor,8
profissionais,4
profissional,3
profissionalismo,1
profissão,2
profundas,2
profundo,1
profundos,2
programa,12
programas,1
progress,1
progresso,5
proibido,1
proibir,1
projeta,1
projetada,1
projeto,15
projetos,13
prol,5
proletários,1
proliferou,1
promessas,1
prometido,2
promover,3
promovidas,1
promovidos,1
promoção,3
pronto,3
prontos,1
pronunciamento,5
propagadas,1
propaganda,1
propalado,1
propiciar,2
propondo,1
proporciando,1
proporcionada,1
proporcionar,1
proporá,1
proporções,1
propositalmente,7
proposições,1
proposta,5
propostas,4
proposto,1
propriedade,1
propósito,2
propósitos,1
prorrogações,1
prosperar,2
prosperidade,10
prosperity,1
prosul,2
protection,1
proteger,1
proteja,1
protetivas,1
proteção,3
proteína,1
provadas,1
provas,1
proveitosa,1
providenciou,2
providências,1
provisória,4
provocado,1
provérbios,1
prática,5
prático,1
pré-campanha,1
própria,2
próprias,2
próspera,1
próspero,3
próxima,5
próximas,1
próximo,4
próximos,5
psl/go,1
psol,7
pt,12
publicada,1
publicado,2
publicados,1
publicar,1
publicação,1
publicidade,1
publicou,1
pude,2
pudemos,2
puder,2
pudesse,1
punição,1
puramente,1
purificação,1
páscoa,1
pátria,6
pão,1
pétreas,1
pêsames,1
pública,24
públicas,2
público,8
público-alvo,1
públicos,13
quadrilha,2
quadro,1
quais,2
qualidade,7
qualquer,12
quantidade,2
quanto,9
quantos,2
quarta,1
quarto,1
quase,9
quatro,2
quebra,1
quebrar,2
quebrou,1
queda,3
queen,1
queimados,1
queimaduras,2
quer,3
querem,6
queremos,14
querer,2
queriam,1
querida,2
querência-mt,1
questão,3
questões,1
quilombolas,1
quinta-feira,6
quintas-feiras,2
quinto,1
quão,1
racismo,1
radares,2
radicalização,1
rainha,1
rampa,1
rankings,1
rapidamente,3
raras,2
rastros,1
raul,2
reafirma,1
reafirmaram,1
reafirmo,1
reagem,1
reais,3
reajuste,2
real,2
realidade,3
realiza,2
realizada,3
realizadas,4
realizado,3
realizados,1
realizar,6
realizaremos,3
realizará,1
realização,2
realizações,2
realmente,2
reassumo,1
reavaliação,1
rebaixamento,1
reboque,1
recado,2
receba,1
recebe,1
recebemos,2
recebendo,2
receber,4
receberam,1
receberei,1
receberemos,1
receberão,1
recebi,4
recebiam,1
recebido,2
recebimento,2
recebimentos,1
recebo,2
receita,2
recentemente,1
recepcionados,1
recepção,1
reciclagem,1
recife,3
recife-pe,1
recifes,2
reclamações,1
recognizes,1
recolhimento,1
recomendo,1
recomposição,1
reconhecemos,1
reconhecendo,1
reconheceu,1
reconhecido,2
reconheço,1
reconstrução.para,1
record,3
recorde,3
recorrente,1
recuperada,1
recuperando,1
recuperar,2
recuperação,5
recursos,19
recusaremos,1
rede,8
redes,4
redor,1
reduzidos,1
reduzindo,2
reduzir,7
reduziram,1
reduziu,1
redução,13
reeleição,2
reestabelecimento,1
refaz,1
refere,1
referendo,2
referentes,1
referi-me,1
referida,3
referido,1
referência,2
reflexo,1
reflexão,1
reforma,6
reformas,3
reforça,1
reforçando,1
reforçar,1
reforço,1
refugiados,1
refutando,1
refém,1
regime,1
regina,1
regionais,1
regional,4
registra,1
registrado,2
registro,5
registrou,1
região,15
regiões,9
regra,1
regras,6
regulamentação,1
regular,1
regularizar,1
reinado,1
reino,1
reintegrar,1
reintegração,2
reiterar,1
reiwa,1
rejeitados,1
rejeitos,1
rel,1
relacionadas,3
relacionado,1
relacionamento,1
relacionar,1
relativizações,1
relativos,3
relatos,1
relatório,1
relação,18
relações,12
relevantes,1
rememorar,1
remédios,1
renata,1
renda,11
rendendo,1
render,2
rendo,1
renomados,1
renovar,1
renovação,2
renováveis,1
renê,1
reparando,1
reparação,1
repercutam,1
repete,1
repetida,1
repita,1
reporter,1
representa,3
representadas,1
representam,1
representando,1
representantes,6
representarem,1
reprimir,1
reproduzir,1
repudio,1
repórter,2
repórter-mirim,1
república,16
requer,1
rescindir,1
resende,1
resgatando,4
resgatar,10
resgataremos,1
resgate,3
residência,1
resistência,1
resolução,1
resolva,1
resolve,4
resolver,1
resolveram,1
respectivos,1
respeita,2
respeitado,1
respeitando,2
respeitar,1
respeitemos,1
respeito,13
respiratórias,1
respondem,1
respondemos,1
respondi,2
respondido,1
respondo,1
responsabilidade,12
responsáveis,6
responsável,3
resposta,4
respostas,1
ressaltar,1
ressalto,3
ressurreição,1
restabelecida,2
restabelecimento,1
restabeleça,1
restaurar,1
restauraram,1
restauração,1
restrição,1
resultado,5
resultados,3
resultou,1
resume,2
resumo,1
retirado,2
retomada,1
retomar,1
retomo,1
retorna,1
retornando,1
retorno,1
retração,1
retribuirmos,1
retribuo,2
retribuí,1
return,1
reuni,3
reunimos,1
reunir-se-á,1
reuniu,1
reunião,14
reuniões,4
revelado,1
revelam,2
revelará,1
revelação,1
reversa,1
